"loan_amnt","term","int_rate","installment","grade","emp_length","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","recoveries","collections_12_mths_ex_med","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","class"
4000," 36 months",9.17,127.52,"B","5 years","MORTGAGE",55000,"Source Verified","credit_card",22.81,1,"Dec-1993",1,15,0,22042,24.9,36,561.9,0,0,0,43231,88400,1
6600," 36 months",14.16,226.09,"C","3 years","RENT",43860,"Source Verified","credit_card",22.57,0,"May-2003",1,6,1,1610,28.7,11,0,0,0,832,32490,5600,1
21000," 36 months",7.9,657.1,"A","10+ years","MORTGAGE",160000,"Verified","small_business",9.01,0,"Sep-1983",0,12,0,31645,59.9,43,1920.84,0,0,0,458475,83000,1
3800," 36 months",9.99,122.6,"B","10+ years","OWN",28312,"Source Verified","debt_consolidation",15.22,0,"Dec-1964",1,9,0,9207,57.5,23,0,0,0,0,9207,16000,1
10000," 36 months",12.85,336.22,"B","10+ years","RENT",65000,"Not Verified","credit_card",22.56,1,"Nov-1984",0,15,0,12797,86.5,31,1141.81,0,0,0,37208,14800,1
28000," 60 months",19.22,729.73,"D","6 years","MORTGAGE",101000,"Source Verified","debt_consolidation",32,0,"Feb-1996",0,13,0,13180,68.3,44,0,0,0,0,286053,19300,1
3350," 36 months",15.31,116.64,"C","2 years","MORTGAGE",26000,"Not Verified","debt_consolidation",6,0,"Nov-1999",1,9,0,2917,14.8,23,0,0,0,515,56595,19700,1
2500," 60 months",25.83,74.6,"G","6 years","RENT",38950,"Verified","debt_consolidation",3.39,0,"Aug-2004",2,6,0,1928,56.7,7,349.68,0,0,0,2964,3400,1
7000," 36 months",14.16,239.79,"C","3 years","MORTGAGE",38000,"Source Verified","debt_consolidation",16.55,2,"Oct-2002",2,11,1,6022,31,22,0,0,0,0,179472,19400,1
5375," 36 months",18.85,196.62,"D","n/a","MORTGAGE",21000,"Verified","debt_consolidation",18.4,0,"Mar-1991",4,8,1,3406,77.4,16,629.75,0,0,215,22806,4400,1
10625," 36 months",15.8,372.5,"C","5 years","RENT",32000,"Not Verified","debt_consolidation",24.79,0,"Oct-2000",0,10,0,9554,93.7,31,0,0,0,0,28596,10200,1
11600," 60 months",17.57,291.86,"D","10+ years","OWN",40446.72,"Source Verified","medical",30.35,0,"Mar-2005",1,8,1,11045,25.3,15,0,0,0,0,30716,43700,1
28000," 60 months",13.35,642.12,"C","7 years","MORTGAGE",102000,"Source Verified","credit_card",25.58,0,"Jul-1999",0,12,0,23314,81.5,25,0,0,0,0,408916,28600,1
6000," 36 months",15.88,210.59,"C","10+ years","RENT",79000,"Source Verified","credit_card",6.2,0,"Jul-2003",1,8,0,5805,62.4,16,544.06,0,0,0,10642,9300,1
35000," 60 months",21.15,949.83,"E","7 years","MORTGAGE",120000,"Source Verified","debt_consolidation",14.71,0,"Jan-1995",1,5,0,20649,46.7,14,5053.22,0,0,0,354633,44200,1
12500," 36 months",17.77,450.47,"D","10+ years","MORTGAGE",40000,"Source Verified","debt_consolidation",13.56,0,"Jan-2001",2,10,0,10587,74,21,1458.24,0,0,0,86224,14300,1
4000," 36 months",24.08,157.1,"F","8 years","MORTGAGE",48012,"Verified","debt_consolidation",20.49,2,"Jul-1979",1,14,0,24864,80.2,37,0,0,0,0,138153,31000,1
4000," 36 months",17.56,143.73,"D","5 years","MORTGAGE",90000,"Not Verified","debt_consolidation",25.19,2,"Jun-1999",1,20,0,31271,82.1,30,402.76,0,0,0,209089,38100,1
16000," 36 months",11.14,524.89,"B","10+ years","MORTGAGE",106000,"Source Verified","credit_card",16.69,1,"Feb-1997",0,10,0,35174,66.3,52,3257.84,0,0,0,55208,53085,1
7200," 36 months",11.99,239.11,"B","10+ years","MORTGAGE",50000,"Not Verified","debt_consolidation",21.84,0,"Feb-1999",1,7,0,9408,94.1,17,0,0,0,0,117361,10000,1
20000," 60 months",24.5,581.18,"F","2 years","OWN",58549.01,"Verified","debt_consolidation",23.39,0,"May-2007",1,20,0,23585,79.1,20,0,0,0,0,31864,29800,1
1500," 36 months",14.99,52,"C","10+ years","MORTGAGE",90000,"Verified","medical",32.47,0,"Apr-1987",1,18,0,23531,68.6,24,0,0,0,0,258666,33200,1
14000," 60 months",12.99,318.48,"C","7 years","RENT",90000,"Verified","credit_card",3.76,0,"Feb-1981",0,6,1,11859,33.8,16,2345.5,0,0,0,11859,35100,1
11225," 36 months",16.29,396.25,"D","10+ years","MORTGAGE",65000,"Source Verified","credit_card",25.46,2,"Jun-1995",0,22,0,34809,62.9,37,0,0,0,0,349302,55300,1
4750," 36 months",15.31,165.39,"C","9 years","MORTGAGE",47050.54,"Verified","home_improvement",27.99,1,"May-2001",0,12,0,23998,59.1,23,0,0,0,0,44386,40600,1
35000," 36 months",18.99,1282.79,"E","4 years","OWN",85000,"Verified","home_improvement",12.07,1,"Jan-2009",0,5,0,76,3.2,5,0,0,0,0,22268,2400,1
10000," 36 months",14.09,342.22,"B","3 years","RENT",85000,"Not Verified","debt_consolidation",11.11,0,"Jan-1980",0,8,0,32537,80.9,27,591.91,0,0,0,32537,40200,1
15000," 36 months",14.3,514.86,"C","7 years","MORTGAGE",75000,"Verified","debt_consolidation",18.08,0,"Dec-1992",1,27,0,6979,27.3,38,1559.72,0,0,134,158666,25600,1
13200," 36 months",18.92,483.33,"D","5 years","RENT",45000,"Not Verified","debt_consolidation",16.59,0,"May-2002",1,9,0,11568,49.9,10,0,0,0,44,23818,23200,1
18450," 60 months",20.49,493.86,"E","8 years","MORTGAGE",55000,"Source Verified","debt_consolidation",20.25,0,"Aug-2002",1,14,0,21242,80.5,34,2956.53,0,0,0,193613,26400,1
8000," 36 months",12.12,266.18,"B","3 years","RENT",28000,"Verified","debt_consolidation",24.43,0,"Jan-2002",0,18,1,14837,61.3,31,0,0,0,0,14837,24200,1
25000," 36 months",10.49,812.45,"B","1 year","RENT",125000,"Source Verified","debt_consolidation",24.43,0,"Feb-2001",0,6,0,47719,63.4,23,0,1,0,55,71941,51600,1
35000," 60 months",23.4,994.73,"E","10+ years","MORTGAGE",113000,"Verified","debt_consolidation",25.18,0,"Sep-2000",0,12,0,50490,72.5,32,0,0,0,108,250317,63500,1
19000," 60 months",22.9,534.53,"E","2 years","RENT",53000,"Source Verified","debt_consolidation",25.84,0,"Apr-2002",3,11,0,16558,47.6,12,0,0,0,0,38746,34800,1
11925," 60 months",23.4,338.92,"E","5 years","RENT",90000,"Source Verified","debt_consolidation",9.8,0,"Mar-1996",1,14,1,10018,72.1,26,0,0,0,0,23263,13900,1
35000," 60 months",23.83,1003.43,"F","10+ years","MORTGAGE",110000,"Verified","debt_consolidation",34.08,0,"Jul-1999",1,14,0,41721,96.8,50,4427.51,0,0,0,358277,43100,1
30000," 36 months",18.25,1088.34,"D","4 years","MORTGAGE",90000,"Verified","debt_consolidation",24.05,0,"Apr-1991",3,12,1,1540,8.5,45,0,0,0,0,26576,18200,1
30000," 60 months",19.72,790.15,"D","5 years","MORTGAGE",120000,"Verified","debt_consolidation",21.46,0,"Jan-1992",1,21,0,26344,75.1,43,11.11,0,0,0,317035,35100,1
6250," 36 months",17.56,224.58,"D","10+ years","OWN",31000,"Not Verified","debt_consolidation",29.85,0,"Aug-2004",0,16,1,12354,63.4,32,0,0,0,0,18089,19500,1
14000," 36 months",13.65,476.12,"C","8 years","RENT",42206,"Source Verified","debt_consolidation",29.66,0,"Aug-2002",1,12,0,9994,55.2,31,1909.32,0,0,0,25476,18100,1
15000," 36 months",10.16,485.14,"B","6 years","RENT",45000,"Not Verified","debt_consolidation",27.12,0,"Dec-2001",0,5,0,7790,86.6,16,1398.2,0,0,0,26615,9000,1
14450," 36 months",16.29,510.1,"D","n/a","RENT",54000,"Verified","debt_consolidation",26.71,0,"May-2002",1,8,4,12029,63.6,47,0,0,0,1254,41657,18900,1
21250," 60 months",25.57,630.84,"F","8 years","MORTGAGE",48510.84,"Source Verified","debt_consolidation",25.68,1,"May-2003",1,9,0,8637,59.1,19,0,0,0,0,42918,14609,1
18950," 60 months",24.99,556.1,"F","10+ years","RENT",53000,"Source Verified","debt_consolidation",24.43,0,"Dec-2003",0,15,0,20753,77.4,24,0,0,0,0,25188,26800,1
20000," 60 months",12.99,454.96,"C","9 years","MORTGAGE",84050.16,"Verified","debt_consolidation",32.5,0,"Oct-1995",1,8,0,20372,50.1,32,4053.15,0,0,0,283303,40700,1
5000," 36 months",10.99,163.67,"B","8 years","RENT",32000,"Source Verified","debt_consolidation",30.12,0,"Jul-2006",0,4,0,10612,96.5,14,0,0,0,58,48544,11000,1
8400," 36 months",14.09,287.46,"B","2 years","MORTGAGE",37500,"Verified","debt_consolidation",20.42,0,"Apr-1988",0,5,1,5133,88.5,19,0,0,0,0,100290,5800,1
15125," 60 months",15.61,364.69,"D","1 year","RENT",74000,"Source Verified","debt_consolidation",2.87,0,"Nov-2001",1,6,1,6330,37.1,23,0,1,0,77,6330,10900,1
29700," 60 months",15.31,711.41,"C","8 years","OWN",67000,"Verified","debt_consolidation",17.17,0,"Jun-1999",3,12,0,16195,44.3,27,3252.01,0,0,0,222163,36556,1
16000," 36 months",11.14,524.89,"B","3 years","RENT",83000,"Verified","debt_consolidation",13.64,0,"May-2007",0,8,0,17203,72.3,12,832.12,0,0,0,29895,23800,1
9200," 36 months",17.77,331.55,"D","10+ years","OWN",33000,"Source Verified","debt_consolidation",24.62,0,"Oct-1985",3,14,0,20351,72.7,21,0,0,0,0,20351,28000,1
21125," 60 months",8.9,437.5,"A","9 years","MORTGAGE",75000,"Verified","debt_consolidation",22.88,0,"Nov-1999",0,14,0,31564,37.2,23,14.64,0,0,0,349251,84800,1
29850," 60 months",19.99,790.68,"E","5 years","RENT",65000,"Source Verified","credit_card",12.02,0,"Nov-2006",0,6,0,20448,79.6,9,5479.81,0,0,0,20448,25700,1
32000," 36 months",14.47,1101.01,"C","7 years","MORTGAGE",210000,"Source Verified","small_business",8.95,1,"Sep-1967",2,8,1,12961,65.1,47,0,0,0,0,61282,19900,1
23675," 60 months",16.29,579.39,"C","10+ years","MORTGAGE",92463,"Verified","debt_consolidation",29.9,0,"Jul-1998",0,12,0,25824,97,48,2820.27,0,0,0,374545,26634,1
20850," 60 months",24.99,611.86,"F","< 1 year","MORTGAGE",72500,"Source Verified","debt_consolidation",21.93,2,"Jul-1991",1,8,0,8876,93.4,28,3795.31,0,0,0,103815,9500,1
4200," 36 months",15.31,146.24,"C","7 years","MORTGAGE",42000,"Not Verified","credit_card",15.77,0,"May-2004",0,7,0,8168,74.3,18,0,0,0,0,133267,11000,1
7000," 36 months",21.7,266.25,"E","10+ years","RENT",43000,"Verified","other",7.76,0,"Jan-1999",2,6,0,5564,49.2,16,0,0,0,0,10438,11300,1
25450," 60 months",20.5,681.37,"E","3 years","RENT",73000,"Verified","debt_consolidation",15.52,0,"Feb-1988",0,10,0,24092,78.7,19,0,0,0,0,127296,30600,1
35000," 60 months",23.43,995.34,"F","n/a","MORTGAGE",96000,"Verified","debt_consolidation",20.34,0,"Jan-1998",0,9,0,3734,47.3,58,4849.94,0,0,18366,52800,7900,1
2000," 36 months",17.57,71.88,"D","2 years","OWN",80000,"Source Verified","debt_consolidation",23.99,0,"Aug-2001",1,10,0,14481,96.5,33,0,0,0,0,47589,15000,1
35000," 36 months",15.99,1230.33,"D","7 years","RENT",130000,"Verified","credit_card",6.25,0,"Jun-2006",1,11,0,21860,93,21,0,0,0,0,90723,23500,1
11500," 36 months",17.77,414.43,"D","10+ years","MORTGAGE",33000,"Not Verified","debt_consolidation",19.09,0,"Feb-2001",0,6,0,13806,91.4,13,1138.29,0,0,0,13806,15100,1
28000," 60 months",23.63,799.51,"F","8 years","MORTGAGE",145000,"Verified","debt_consolidation",13.39,0,"Jan-2001",2,10,0,9578,84,30,1518.73,0,0,89,410875,11400,1
8975," 36 months",21,338.14,"E","5 years","RENT",27000,"Verified","moving",13.07,0,"Dec-2006",0,7,0,13083,96.9,9,0,0,0,0,45476,13500,1
14400," 36 months",11.99,478.22,"B","10+ years","RENT",80000,"Source Verified","debt_consolidation",13.47,0,"Feb-1994",1,6,0,9766,42.1,20,0,0,0,0,26883,23200,1
17375," 36 months",13.11,586.36,"B","7 years","MORTGAGE",49000,"Source Verified","home_improvement",11.76,0,"Nov-2001",0,15,1,25477,58,34,1483.79,0,0,0,149589,43900,1
10850," 36 months",16.99,386.78,"D","n/a","RENT",32000,"Verified","debt_consolidation",28.24,0,"May-2003",0,15,1,16915,57,19,0,0,0,0,24494,29700,1
16000," 60 months",16.99,397.56,"D","10+ years","RENT",50000,"Verified","credit_card",8.74,0,"Jul-2000",0,7,0,4883,31.7,18,0,0,0,0,5543,15400,1
28500," 60 months",25.57,846.07,"F","< 1 year","RENT",65000,"Not Verified","debt_consolidation",35.8,0,"Jul-2003",1,12,0,33095,93.2,30,0,0,0,0,81218,35500,1
19000," 36 months",6.03,578.28,"A","10+ years","RENT",45000,"Source Verified","debt_consolidation",21.97,1,"Nov-1977",0,19,0,18545,25.8,41,0,0,0,0,24337,71800,1
35000," 36 months",14.16,1198.94,"C","10+ years","MORTGAGE",2e+05,"Source Verified","home_improvement",9.62,0,"Dec-1990",0,16,0,24806,54.2,28,4633.62,0,0,0,442908,45800,1
6400," 36 months",16.55,226.75,"D","10+ years","OWN",45000,"Verified","debt_consolidation",33.84,0,"May-2003",0,13,0,17319,65.6,27,0,0,0,0,54747,26400,1
24000," 36 months",20.99,904.08,"E","4 years","RENT",70000,"Source Verified","debt_consolidation",18.1,0,"May-2007",2,7,0,11967,92.8,11,4147.9,0,0,62,45856,12900,1
18000," 60 months",18.75,464.46,"D","10+ years","MORTGAGE",130000,"Verified","credit_card",13.78,0,"Jul-1996",2,11,0,25916,82.5,20,0,0,0,0,361899,31400,1
8325," 36 months",11.55,274.73,"B","5 years","MORTGAGE",25000,"Not Verified","debt_consolidation",28.27,0,"Dec-1999",0,12,0,10669,62.4,18,0,0,0,0,61807,17100,1
24325," 60 months",19.99,644.33,"E","10+ years","MORTGAGE",58000,"Verified","home_improvement",19.86,0,"Feb-1999",2,11,1,1638,8.7,35,0,0,0,100,34056,18900,1
8875," 36 months",15.31,309.01,"C","10+ years","MORTGAGE",60000,"Verified","debt_consolidation",14.73,1,"Apr-2001",1,8,0,1154,42.7,26,509.83,0,0,0,360568,2700,1
24575," 60 months",17.27,614.33,"C","2 years","RENT",55000,"Verified","credit_card",18.28,0,"Feb-2005",0,14,0,39247,77.9,23,3181,0,0,0,48427,50379,1
6000," 36 months",19.72,222.13,"D","9 years","MORTGAGE",88000,"Not Verified","other",14.59,0,"Aug-1994",1,9,0,6580,67.1,23,647.35,0,0,595,57899,9800,1
20000," 60 months",17.57,503.21,"D","5 years","RENT",57000,"Verified","debt_consolidation",16,0,"Sep-1997",1,12,0,16291,69.3,20,0,0,0,0,24697,23500,1
8700," 36 months",12.69,291.85,"C","9 years","MORTGAGE",55000,"Not Verified","credit_card",10.12,1,"Sep-1998",0,12,1,8111,35.6,23,0,0,0,0,90874,22800,1
14000," 36 months",7.49,435.43,"A","< 1 year","RENT",140000,"Source Verified","debt_consolidation",16.6,9,"Aug-1989",0,10,0,9888,39.6,28,0,0,0,0,52422,25000,1
35000," 36 months",19.72,1295.74,"D","5 years","OWN",78000,"Verified","debt_consolidation",19.76,0,"Apr-2003",1,9,0,13463,92.8,16,4562.18,0,0,542,65001,14500,1
10800," 36 months",13.11,364.47,"B","3 years","RENT",61000,"Source Verified","debt_consolidation",27.88,0,"Aug-2000",1,19,0,25479,87.3,45,0,0,0,0,288910,29200,1
5575," 36 months",22.2,213.49,"E","3 years","OWN",175000,"Not Verified","debt_consolidation",16.44,0,"Aug-2007",2,11,0,13915,71,19,666.02,0,0,0,55030,19600,1
10800," 36 months",15.88,379.06,"C","6 years","MORTGAGE",54000,"Verified","house",18.91,0,"Jun-2002",0,19,0,7504,31.7,34,0,0,0,1745,213207,23700,1
35000," 60 months",24.08,1008.51,"F","6 years","MORTGAGE",1e+05,"Verified","debt_consolidation",28.12,0,"Nov-1996",1,16,0,53777,86.3,50,0,0,0,0,469635,62300,1
8000," 36 months",17.77,288.3,"D","n/a","RENT",35000,"Verified","credit_card",20.84,0,"Oct-2000",1,9,0,15377,62.9,13,984.34,0,0,0,20545,24450,1
14000," 36 months",13.98,478.36,"C","2 years","RENT",55000,"Not Verified","medical",32.58,1,"Jun-1999",1,13,0,28796,86,33,1951.28,0,0,0,65099,33500,1
14650," 36 months",11.14,480.6,"B","6 years","MORTGAGE",45000,"Not Verified","debt_consolidation",23.24,0,"Jul-2007",0,10,0,9072,44.3,14,0,0,0,0,107859,20500,1
8000," 36 months",17.56,287.46,"D","7 years","RENT",79000,"Not Verified","debt_consolidation",7.69,0,"Sep-2006",1,6,0,9363,68.3,15,819.31,0,0,0,41927,13700,1
2400," 36 months",12.29,80.05,"C","5 years","RENT",17000,"Not Verified","debt_consolidation",27.82,0,"Sep-1999",2,10,0,2460,34.2,12,419.17,0,0,0,3918,7200,1
12000," 60 months",23.1,338.98,"E","10+ years","RENT",42000,"Source Verified","credit_card",21.94,0,"Dec-1998",0,7,1,8355,67.4,19,0,0,0,0,29699,12400,1
10750," 36 months",17.57,386.33,"D","3 years","RENT",30000,"Source Verified","debt_consolidation",31.15,0,"Oct-1997",2,11,0,5385,41.7,22,0,0,0,0,23545,12900,1
21950," 60 months",25.89,655.77,"G","< 1 year","OWN",58000,"Source Verified","debt_consolidation",19.51,1,"Feb-2002",1,15,1,10650,72,25,0,0,0,0,123176,14800,1
24000," 60 months",13.33,550.14,"C","9 years","MORTGAGE",128000,"Verified","debt_consolidation",15.93,0,"May-2001",0,14,0,13124,69.1,59,0,0,0,53,675191,19000,1
15000," 36 months",14.09,513.33,"B","5 years","RENT",48000,"Not Verified","debt_consolidation",16.13,0,"Feb-2003",0,10,0,12203,48.8,22,0,0,0,0,24536,25000,1
8000," 36 months",14.16,274.05,"C","8 years","MORTGAGE",50000,"Not Verified","debt_consolidation",10.87,0,"Feb-2009",0,6,0,15003,64.4,8,951.33,0,0,0,113896,23300,1
5000," 36 months",12.99,168.45,"B","10+ years","MORTGAGE",97000,"Source Verified","debt_consolidation",28.13,1,"Jun-1982",2,28,0,56896,71.9,61,0,0,0,0,111809,79100,1
18300," 60 months",22.15,506.99,"E","6 years","RENT",60000,"Not Verified","debt_consolidation",35.82,0,"Oct-2004",1,35,0,15331,60.4,52,3152.22,0,0,142,111602,25400,1
5000," 36 months",12.39,167.01,"C","< 1 year","RENT",36000,"Not Verified","debt_consolidation",19.4,0,"Mar-2003",1,12,0,16381,56.1,28,0,0,0,0,50268,29200,1
10350," 36 months",21.7,393.67,"E","10+ years","RENT",35000,"Not Verified","other",10.49,0,"Oct-2001",0,7,0,8352,69.6,9,999.21,0,0,0,8352,12000,1
20000," 36 months",7.9,625.81,"A","7 years","MORTGAGE",56000,"Verified","credit_card",16.47,0,"Feb-2006",0,6,0,6991,33.8,14,1542.61,0,0,0,120553,20700,1
5000," 36 months",18.49,182,"D","5 years","RENT",70000,"Not Verified","debt_consolidation",18.74,0,"Jul-2003",1,8,0,11645,69.7,17,448.93,0,0,0,25028,16700,1
15000," 60 months",15.61,361.67,"C","4 years","MORTGAGE",68000,"Verified","debt_consolidation",25.92,2,"Aug-2004",0,9,0,8568,70.8,23,1915.91,0,0,0,196976,12100,1
6075," 36 months",20.2,226.39,"E","10+ years","MORTGAGE",40000,"Verified","debt_consolidation",38.88,0,"Feb-2004",0,11,1,14282,47.9,27,995.77,0,0,0,190716,29800,1
24000," 60 months",14.99,570.84,"C","< 1 year","MORTGAGE",105000,"Verified","home_improvement",18.86,3,"May-1996",2,13,0,71860,73,25,0,0,0,0,514419,98550,1
15250," 36 months",16.29,538.34,"C","10+ years","MORTGAGE",70000,"Verified","debt_consolidation",15.79,1,"Jul-2002",3,10,0,17444,48.3,15,1886.72,0,0,0,283105,36100,1
5000," 60 months",16.29,122.37,"C","4 years","RENT",65000,"Verified","other",11.8,0,"Jul-2006",1,7,0,8745,41.4,14,277.22,0,0,675,20295,21100,1
16000," 36 months",13.11,539.96,"B","10+ years","MORTGAGE",75000,"Not Verified","credit_card",20.04,0,"Dec-2000",0,16,0,24614,61.8,27,0,0,0,0,268481,39800,1
18000," 36 months",13.11,607.45,"B","n/a","OWN",70000,"Source Verified","credit_card",13.01,0,"Nov-1986",3,10,0,14115,46.3,27,1252.53,0,0,0,262709,30500,1
28600," 60 months",19.72,753.28,"D","10+ years","MORTGAGE",65000,"Verified","debt_consolidation",16.97,0,"Apr-2004",0,13,0,25272,63.3,26,6251.38,0,0,0,199701,39900,1
30175," 60 months",15.61,727.56,"D","2 years","MORTGAGE",78000,"Verified","debt_consolidation",22.26,0,"Feb-1999",0,6,1,19969,69.6,26,5129.46,0,0,983,75907,27700,1
8000," 36 months",17.77,288.3,"D","< 1 year","RENT",29494,"Verified","debt_consolidation",17.09,1,"Oct-2005",0,24,0,3858,70.1,30,0,0,0,0,163457,5500,1
12000," 36 months",16.99,427.78,"D","5 years","MORTGAGE",65240,"Not Verified","debt_consolidation",5.59,0,"Aug-1987",1,17,0,8921,44.2,25,0,0,0,0,70664,20200,1
19000," 36 months",6.62,583.37,"A","10+ years","MORTGAGE",87000,"Verified","debt_consolidation",24.55,0,"Jan-1998",0,13,0,14446,50.5,34,2549.96,0,0,0,314791,28600,1
23350," 60 months",25.99,698.98,"G","3 years","RENT",65000,"Verified","debt_consolidation",13.74,0,"Aug-2004",0,7,0,13954,93,7,0,0,0,0,17883,15000,1
12175," 36 months",17.77,438.76,"D","7 years","RENT",35000,"Not Verified","debt_consolidation",8.43,0,"May-2002",3,10,0,9706,72.4,21,2750,0,0,0,44692,13400,1
15000," 36 months",12.99,505.34,"B","1 year","RENT",75000,"Not Verified","debt_consolidation",16.56,0,"Oct-2000",0,11,0,31633,91.4,30,0,0,0,0,87058,34600,1
35000," 36 months",9.49,1120.99,"B","10+ years","MORTGAGE",310000,"Verified","credit_card",7.09,1,"Aug-1985",0,9,0,42328,67.4,15,0,0,0,0,412453,62800,1
6200," 36 months",14.33,212.9,"C","2 years","RENT",35000,"Source Verified","debt_consolidation",20.85,0,"Dec-2000",2,10,1,6318,87.7,30,0,0,0,0,33493,7200,1
12150," 36 months",13.35,411.44,"C","10+ years","RENT",50000,"Source Verified","debt_consolidation",27.63,0,"Sep-1998",1,11,0,10597,62.3,35,0,0,0,0,43296,17000,1
8000," 36 months",8.19,251.4,"A","< 1 year","MORTGAGE",34320,"Source Verified","other",28.15,0,"Jul-1982",0,14,0,10860,28.7,24,0,0,0,0,96739,37800,1
4800," 36 months",16.99,171.11,"D","2 years","RENT",45000,"Verified","debt_consolidation",22.61,0,"Apr-2002",1,14,0,4886,19,33,0,0,0,0,16687,25700,1
5000," 36 months",11.14,164.03,"B","10+ years","RENT",92000,"Not Verified","debt_consolidation",14.26,0,"Dec-1983",1,17,0,16590,83.6,21,261.75,0,0,0,19007,19800,1
21200," 60 months",21.6,580.71,"E","6 years","MORTGAGE",60000,"Verified","credit_card",28.67,1,"Jun-1994",2,20,0,14758,62.5,40,2777.92,0,0,0,270565,23600,1
10975," 36 months",16.24,387.16,"C","10+ years","RENT",40000,"Not Verified","debt_consolidation",16.74,0,"Apr-1982",1,6,0,4786,76,13,1486.76,0,0,0,13919,6300,1
11000," 36 months",13.11,371.22,"B","8 years","RENT",56392.33,"Source Verified","debt_consolidation",23.91,0,"Dec-2001",0,11,0,6756,40,30,0,0,0,0,52399,16900,1
3000," 36 months",21.6,113.96,"E","1 year","OWN",34000,"Source Verified","moving",13.73,0,"Dec-2000",2,5,0,1193,4.6,6,312.86,0,0,0,10649,25900,1
22000," 60 months",17.27,549.96,"C","9 years","MORTGAGE",90000,"Verified","debt_consolidation",15.03,0,"Oct-2002",0,11,0,7910,51.4,32,2505.84,0,0,0,153930,15400,1
10000," 60 months",18.24,255.25,"D","10+ years","RENT",45000,"Source Verified","credit_card",28.67,0,"Feb-2005",0,6,0,4380,49.8,10,16.45,0,0,0,54935,8800,1
14375," 60 months",23.43,408.8,"F","< 1 year","MORTGAGE",40000,"Not Verified","debt_consolidation",32.28,0,"May-2001",0,14,0,12024,53.2,26,0,0,0,331,173661,22600,1
7875," 60 months",13.11,179.63,"B","10+ years","MORTGAGE",61000,"Verified","major_purchase",17.5,0,"May-1998",1,17,0,7761,18,36,2853.55,0,0,0,169166,43077,1
6000," 36 months",24.08,235.65,"F","10+ years","RENT",80000,"Source Verified","small_business",6.45,0,"Oct-1973",4,17,0,7673,55.6,33,851.43,0,0,11911,7673,13800,1
3000," 36 months",17.27,107.37,"C","n/a","RENT",23000,"Verified","debt_consolidation",25.15,1,"Aug-2000",1,5,1,1883,58.8,20,295.78,0,0,0,19127,3200,1
14800," 60 months",15.99,359.83,"D","1 year","MORTGAGE",37000,"Not Verified","debt_consolidation",14.47,0,"Jun-2002",0,8,1,10070,62.2,17,0,0,0,0,115108,16200,1
16000," 60 months",15.31,383.25,"C","10+ years","RENT",62000,"Verified","credit_card",26.67,0,"Mar-1998",0,16,0,15239,49.8,28,2068.41,0,0,0,48143,30600,1
20000," 36 months",12.99,673.79,"C","3 years","RENT",78000,"Source Verified","credit_card",14.63,0,"Jan-2008",0,12,0,16406,60.5,12,0,0,0,0,32146,27100,1
17475," 60 months",23.76,500.29,"F","2 years","RENT",60000,"Verified","small_business",16.22,0,"Aug-2000",1,24,1,13679,73.5,43,2238.39,0,0,303,139908,18600,1
35000," 36 months",18.99,1282.79,"E","2 years","RENT",96000,"Verified","debt_consolidation",18.41,0,"Sep-1999",1,12,0,27204,81.7,20,4734.73,0,0,0,79727,33300,1
24050," 60 months",23.76,688.53,"F","10+ years","MORTGAGE",54800,"Verified","debt_consolidation",17.58,0,"Oct-2001",1,12,0,21708,81.3,26,17.93,0,0,0,159331,26700,1
11300," 36 months",18.49,411.31,"D","10+ years","MORTGAGE",65000,"Not Verified","debt_consolidation",13.36,1,"Apr-1991",0,8,0,8700,89.7,22,792.2,0,0,0,14040,9700,1
20050," 36 months",16.29,707.78,"C","3 years","MORTGAGE",44700,"Verified","debt_consolidation",28.4,0,"Jun-2004",2,10,0,1270,57.7,34,0,0,0,0,54800,2200,1
33600," 60 months",23.83,963.3,"F","6 years","RENT",95000,"Verified","debt_consolidation",4,0,"Jan-2006",0,5,0,12348,82.3,11,4295.19,0,0,0,13868,15000,1
26375," 60 months",18.92,683.03,"D","1 year","OWN",60000,"Source Verified","debt_consolidation",18.81,0,"May-1991",0,16,0,33370,42.3,47,3719.63,0,0,0,42757,78900,1
13500," 36 months",19.97,501.51,"D","3 years","MORTGAGE",60000,"Not Verified","debt_consolidation",26.76,0,"Jun-2006",2,17,0,6781,40.8,44,0,0,0,0,202628,16600,1
4825," 36 months",18.92,176.68,"D","2 years","RENT",40000,"Not Verified","debt_consolidation",11.34,0,"Nov-2003",0,8,0,7819,62.1,32,0,0,0,0,112946,12600,1
6000," 36 months",9.17,191.28,"B","4 years","MORTGAGE",42000,"Not Verified","credit_card",3.84,0,"Jun-1997",0,6,0,5529,37.9,8,0,0,0,504,71029,14600,1
10000," 60 months",17.1,249.07,"C","8 years","RENT",43000,"Verified","credit_card",5.05,0,"Sep-2007",0,6,0,5564,84.3,8,0,0,0,0,5564,6600,1
9250," 36 months",15.22,321.66,"C","6 years","MORTGAGE",42000,"Verified","debt_consolidation",32.69,0,"Jan-2008",0,18,0,12767,42.1,21,1125.13,0,0,0,115703,30300,1
